id,tokens,slots,intent
train-11690,ah bon,O O,
train-11691,eh bien,O O,
train-11692,cent euros alors,paiement-montant-entier-B paiement-monnaie-B O,
train-11693,alors euh à cent euros là au bleu-marine,O O O paiement-montant-entier-B paiement-monnaie-B O nom-hotel-B nom-hotel-I,
train-11694,oui à cent euros mais vous avez une connexion à internet dans la chambre puis un parking privé,reponse-B O paiement-montant-entier-B paiement-monnaie-B O O O chambre-equipement-B chambre-equipement-I chambre-equipement-I chambre-equipement-I O lienRef-coRef-B objet-B connectProp-B hotel-parking-B hotel-parking-I hotel-parking-I,
train-11695,bon ben ok on y va pour cent euros alors euh connexion internet c' est mieux que rien,O O reponse-B O O O O paiement-montant-entier-B paiement-monnaie-B O O chambre-equipement-B chambre-equipement-I O O O O O,
train-11696,oui,reponse-B,
train-11697,oui,reponse-B,
train-11698,oui,reponse-B,
train-11699,ok vous pouvez réserver ferme ok,reponse-B command-tache-B command-tache-I command-tache-I command-tache-I reponse-B,
train-11700,oui,reponse-B,
train-11701,non ok ça me convient comme ça je vous remercie,reponse-B reponse-I reponse-B reponse-I reponse-I reponse-I reponse-I O O O,
train-11702,au revoir,O O,
train-11703,merci au revoir,O O O,
train-11704,oui bonjour je voudrais réserver une chambre pour les nuits romantiques du lac Léman,O O command-tache-B command-tache-I command-tache-I nombre-chambre-B nombre-chambre-I evenement-B evenement-I evenement-I evenement-I evenement-I evenement-I evenement-I,
train-11705,à Thonon-Les-Bains,localisation-ville-B localisation-ville-I,
train-11706,euh du dix sept mai au premier juin,O temps-date-B temps-date-I temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I,
train-11707,mais je voudrais le le moins cher possible,O O O lienRef-elsEns-B lienRef-elsEns-I comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I,
train-11708,oui,reponse-B,
train-11709,euh le lequel c' est le moins cher et je voudrais qu' il soit pas cher à côté d' un cinéma,O O O O O lienRef-elsEns-B comparatif-paiement-B comparatif-paiement-I connectProp-B O O O lienRef-coRef-B O paiement-montantQualitatif-B paiement-montantQualitatif-I localisation-distanceRelative-B localisation-distanceRelative-I localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I,
train-11710,huhum c' est à côté d' un cinéma,O O O localisation-distanceRelative-B localisation-distanceRelative-I localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I,
train-11711,et il y a un autre euh un autre hôtel à Thonon,O O O O nombre-hotel-B nombre-hotel-I nombre-hotel-I nombre-hotel-I lienRef-coDom-B objetBD-B localisation-ville-B localisation-ville-I,
train-11712,euh bon et je voudrais deux chambres doubles c' est possible,O O O O O nombre-chambre-B chambre-type-B chambre-type-I O O O,
train-11713,oui,reponse-B,
train-11714,combien vous avez dit,command-dial-B command-dial-I command-dial-I command-dial-I,
train-11715,vous pouvez me répéter le prix s' il vous plaît,command-dial-B command-dial-I command-dial-I command-dial-I lienRef-coRef-B objet-B O O O O,
train-11716,ah non c' est trop cher,reponse-B reponse-I comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I,
train-11717,oui,reponse-B,
train-11718,non c' est non c' est trop c' est trop cher dans cet hôtel là je vais prendre l' autre hôtel euh où il y a pas les cinémas,reponse-B reponse-I reponse-I reponse-I comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I O lienRef-coRef-B objetBD-B O command-tache-B command-tache-I command-tache-I lienRef-coDom-B lienRef-coDom-I objetBD-B O O O O O localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I,
train-11719,oui je préfère je vais j je marcherai pour les cinémas,reponse-B O O O O O O O O localisation-lieuRelatif-B localisation-lieuRelatif-I,
train-11720,euh oui est-ce qu' il y a un parking à l' hôtel,O reponse-B O O O O O objet-B objet-I O lienRef-coRef-B objetBD-B,
train-11721,d'accord et on peut brancher euh internet dans les chambres,reponse-B connectProp-B O O O O chambre-equipement-B O lienRef-coRef-B objet-B,
train-11722,bien ok,reponse-B reponse-I,
train-11723,non merci je voudrais simplement fait savoir si la réservation est confirmée du dix sept mai au premier juin,reponse-B O O O O O O O command-tache-B command-tache-I command-dial-B command-dial-I temps-date-B temps-date-I temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I,
train-11724,non,reponse-B,
train-11725,oui bonjour madame je voudrais réserver pour la troisième semaine de février à Bayonne en vue de la compétition internationale de surf dans un hôtel près de la mer deux chambres pour deux couples mais pas plus de cinquante euros et un couple sera accompagné d' un petit chat que pouvez-vous me proposer,O O O command-tache-B command-tache-I command-tache-I rang-temps-B rang-temps-I rang-temps-I temps-unite-B temps-mois-B temps-mois-I localisation-ville-B localisation-ville-I evenement-B evenement-I evenement-I evenement-I evenement-I evenement-I evenement-I evenement-I objetBD-B objetBD-I objetBD-I localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I nombre-chambre-B nombre-chambre-I sejour-nbCouple-B sejour-nbCouple-I sejour-nbCouple-I comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I paiement-montant-entier-B paiement-monnaie-B connectProp-B sejour-nbCouple-B sejour-nbCouple-I O O O hotel-services-B hotel-services-I hotel-services-I command-tache-B command-tache-I command-tache-I command-tache-I,
train-11726,oui,reponse-B,
train-11727,d'accord,reponse-B,
train-11728,oui je vais réserver pour le premier mais un couple sera accompagné d' un petit chat ça ne pose pas de problème,reponse-B command-tache-B command-tache-I command-tache-I O lienRef-elsEns-B rang-B connectProp-B sejour-nbCouple-B sejour-nbCouple-I O O O hotel-services-B hotel-services-I hotel-services-I O O O O O O,
train-11729,oui,reponse-B,
train-11730,ah bon alors bon ça me pose un problème et alors la deuxième solution,O O O O O O O O O O O rang-B rang-I objet-B,
train-11731,ben alors je vais être obligée de me,O O O O O O O O,
train-11732,oui il y a pas autre chose,reponse-B command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I,
train-11733,elle accepte les animaux bon ben écoutez je vais opter pour cette solution-là eh l' hôtel est bien près de la mer,lienRef-coRef-B O hotel-services-B hotel-services-I O O O O O O O objet-B objet-I O lienRef-coRef-B objetBD-B O O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I,
train-11734,bon d'accord quatre vingts euros d'accord bon ben écoutez je retiens donc pour la troisième semaine de février euh cet hôtel,reponse-B reponse-I paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B reponse-B O O O command-tache-B command-tache-I O rang-temps-B rang-temps-I rang-temps-I temps-unite-B temps-mois-B temps-mois-I O lienRef-coRef-B objetBD-B,
train-11735,d'accord,reponse-B,
train-11736,quatre cent quatre vingts euros,paiement-montant-entier-B paiement-montant-entier-I paiement-montant-entier-I paiement-montant-entier-I paiement-monnaie-B,
train-11737,oui,reponse-B,
train-11738,cent soixante,nombre-B nombre-I,
train-11739,deux cent trente six non pas pour l' instant ben écoutez je pense que j' ai tout voilà ben écoutez je vous en remercie,nombre-B nombre-I nombre-I nombre-I reponse-B O O O O O O O O O O O O O O O O O O O,
train-11740,deux cent trente quatre,nombre-B nombre-I nombre-I nombre-I,
train-11741,je voudrais réserver à Paris du cinq au sept juillet deux singles à quatre vingt quinze euros environ près d' un cinéma et d' un restaurant,command-tache-B command-tache-I command-tache-I localisation-ville-B localisation-ville-I temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I nombre-chambre-B chambre-type-B O paiement-montant-entier-B paiement-montant-entier-I paiement-montant-entier-I paiement-monnaie-B comparatif-paiement-B localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I,
train-11742,euh non à Paris,O reponse-B localisation-ville-B localisation-ville-I,
train-11743,non à Paris,reponse-B localisation-ville-B localisation-ville-I,
train-11744,oui,reponse-B,
train-11745,dans quel arrondissement est le phare,O objet-B objet-I O nom-B nom-I,
train-11746,à côté d' un cinéma et d' un restaurant,localisation-distanceRelative-B localisation-distanceRelative-I localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I,
train-11747,très bien je réserve,O O command-tache-B command-tache-I,
train-11748,non c' est tout,reponse-B O O O,
train-11749,au revoir,O O,
train-11750,une réservation d' hôtel à Paris près d' Ivry,command-tache-B command-tache-I objetBD-B objetBD-I localisation-ville-B localisation-ville-I localisation-distanceRelative-B localisation-distanceRelative-I localisation-ville-B,
train-11751,du dix neuf au vingt cinq juillet,temps-date-B temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I temps-date-I,
train-11752,quatre chambres simples,nombre-chambre-B chambre-type-B chambre-type-I,
train-11753,une réservation d' hôtel,command-tache-B command-tache-I objetBD-B objetBD-I,
train-11754,Paris,localisation-ville-B,
train-11755,Paris et les dates euh c' est de dix du dix neuf au vingt cinq juillet,localisation-ville-B connectProp-B objet-B objet-I O O O temps-date-B temps-date-I temps-date-I temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I temps-date-I,
train-11756,non à Paris,reponse-B localisation-ville-B localisation-ville-I,
train-11757,chambres simples et quatre,chambre-type-B chambre-type-I nombre-B nombre-I,
train-11758,j' aurais des euh des désirs à formuler d' abord le le premier c' est que euh l' hôtel soit près d' Ivry est-ce que c' est le cas,O O O O O O O O O O O O O O O O O lienRef-coRef-B objetBD-B O localisation-distanceRelative-B localisation-distanceRelative-I localisation-ville-B O O O O O O,
train-11759,non Ivry,reponse-B localisation-ville-B,
train-11760,oui,reponse-B,
train-11761,est-ce qu' il y a un restaurant du sud dans l' hôtel ou proche de l' hôtel,O O O O O hotel-services-B hotel-services-I hotel-services-I hotel-services-I O lienRef-coRef-B objetBD-B connectAttr-B localisation-distanceRelative-B localisation-distanceRelative-I lienRef-coRef-B objetBD-B,
train-11762,est-ce qu' il y a un parking privé dans l' hôtel,O O O O O hotel-parking-B hotel-parking-I hotel-parking-I O lienRef-coRef-B objetBD-B,
train-11763,est-ce qu' il y a quatre chambres simples disponibles aux dates indiquées,O O O O O nombre-chambre-disponible-B chambre-type-B chambre-type-I O lienRef-coRef-B objet-B O,
train-11764,alors j' accepte,reponse-B reponse-I reponse-I,
train-11765,oui,reponse-B,
train-11766,non merci,reponse-B O,
train-11767,euh je souhaiterais réserver un hôtel à Narbonne pour la la période des quatre derniers jours d' avril,O command-tache-B command-tache-I command-tache-I objetBD-B objetBD-I localisation-ville-B localisation-ville-I O O O O nombre-temps-B nombre-temps-I temps-axeTps-B temps-unite-B temps-mois-B temps-mois-I,
train-11768,euh une chambre,O nombre-chambre-B nombre-chambre-I,
train-11769,pas,O,
train-11770,pas,O,
train-11771,oui,reponse-B,
train-11772,euh je souhaiterais une chambre double,O O O nombre-chambre-B chambre-type-B chambre-type-I,
train-11773,je souhaiterais réserver dans le second à soixante quinze euros,command-tache-B command-tache-I command-tache-I O lienRef-elsEns-B rang-B O paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B,
train-11774,oui,reponse-B,
train-11775,bien,O,
train-11776,c' est entendu,reponse-B reponse-I reponse-I,
train-11777,euh non je vous remercie,O reponse-B O O O,
train-11778,alors euh,O O,
train-11779,au revoir madame,O O O,
train-11780,une réservation d' hôtel à Vierzon s' il vous plaît,command-tache-B command-tache-I objetBD-B objetBD-I localisation-ville-B localisation-ville-I O O O O,
train-11781,alors il y a deux dates du quatorze au seize novembre et du seize au vingt novembre à Vierzon ou à Bourg-en-Bresse,O O O O nombre-temps-B objet-B temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I connectProp-B temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I localisation-ville-B localisation-ville-I connectAttr-B localisation-ville-B localisation-ville-I,
train-11782,deux chambres simples avec euh à soixante quinze euros à peu près avec un parking dans l' hôtel,nombre-chambre-B chambre-type-B chambre-type-I O O O paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I objet-B objet-I objet-I O lienRef-coRef-B objetBD-B,
train-11783,oui est-ce qu' ils ont des parkings s' il vous plaît ces hôtels,reponse-B O O lienRef-coRef-B O objet-B objet-I O O O O lienRef-coRef-B objetBD-B,
train-11784,donc je réserve pour le Best hôtel s' il vous plaît,O command-tache-B command-tache-I nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I O O O O,
train-11785,oui je veux bien,reponse-B O O O,
train-11786,merci,O,
train-11787,non madame,reponse-B O,
train-11788,je souhaiterais réserver sur Paris Bastille les trois premiers jours de janvier,command-tache-B command-tache-I command-tache-I localisation-ville-B localisation-ville-I localisation-quartier-B nombre-temps-B nombre-temps-I temps-axeTps-B temps-unite-B temps-mois-B temps-mois-I,
train-11789,oui,reponse-B,
train-11790,euh ch chambre simple deux chambres simples si possible sur le même palier,O chambre-type-B chambre-type-I chambre-type-I nombre-chambre-B chambre-type-B chambre-type-I O O chambre-voisine-B chambre-voisine-I chambre-voisine-I chambre-voisine-I,
train-11791,euh non le deuxième euh s tout dépend est-ce qu' il y a une piscine dans le deuxième,O reponse-B lienRef-elsEns-B rang-B O O reponse-B reponse-I O O O O O hotel-services-B hotel-services-I O lienRef-elsEns-B rang-B,
train-11792,donc euh oui si possible avec piscine cent euros,O O reponse-B O O hotel-services-B hotel-services-I paiement-montant-entier-B paiement-monnaie-B,
train-11793,deux chambres,nombre-chambre-B nombre-chambre-I,
train-11794,bien alors pour l' autre hôtel sans piscine à quatre vingts euros quatre vingt dix euros,O O O lienRef-coDom-B lienRef-coDom-I objetBD-B hotel-services-B hotel-services-I O paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B paiement-montant-entier-B paiement-montant-entier-I paiement-montant-entier-I paiement-monnaie-B,
train-11795,si s' il y a possibilité oui,O O O O O O reponse-B,
train-11796,bien,O,
train-11797,oui oui j' accepte,reponse-B reponse-I O O,
train-11798,deux chambres simples,nombre-chambre-B chambre-type-B chambre-type-I,
train-11799,non c' est tout,reponse-B O O O,
train-11800,je vous remercie,O O O,
train-11801,au revoir,O O,
train-11802,je voudrais réserver des chambres s' il vous plaît,command-tache-B command-tache-I command-tache-I objet-B objet-I O O O O,
train-11803,je voudrais réserver à Paris,command-tache-B command-tache-I command-tache-I localisation-ville-B localisation-ville-I,
train-11804,du trois du trois au treize juillet,temps-date-B temps-date-I temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I,
train-11805,hum en plein centre ville,O localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I,
train-11806,je souhaite obtenir des informations supplémentaires,command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I,
train-11807,le prix des chambres,lienRef-coRef-B objet-B lienRef-coRef-B objet-B,
train-11808,hein des chambres doubles euh non fumeurs euh fumeurs,O chambre-type-B chambre-type-I chambre-type-I O chambre-fumeur-B chambre-fumeur-I chambre-fumeur-I chambre-fumeur-I,
train-11809,hum j' aurais voulu une chambre euh aux alentours de cinquante euros,O O O O nombre-chambre-B nombre-chambre-I O comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I paiement-montant-entier-B paiement-monnaie-B,
train-11810,oui c' est très bien,reponse-B O O O O,
train-11811,trois chambres doubles,nombre-chambre-B chambre-type-B chambre-type-I,
train-11812,euh non euh ça ne fait rien je je à une autre hum je rappellerai je vous remercie au revoir,O reponse-B O O O O O O O O O O O O O O O O O O,
train-11813,bonjour j' aurais voulu faire une réservation à Bourges pour le deuxième week-end de mars pour tr de trois chambres simples euh environ à soixante dix euros la chambre et des chambres qui seraient non fumeurs et situées près d' un restaurant s' il vous plaît,O command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I localisation-ville-B localisation-ville-I rang-temps-B rang-temps-I rang-temps-I temps-unite-B temps-mois-B temps-mois-I nombre-chambre-B nombre-chambre-I nombre-chambre-I nombre-chambre-I chambre-type-B chambre-type-I O comparatif-paiement-B O paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B O O connectProp-B chambre-fumeur-B chambre-fumeur-I chambre-fumeur-I chambre-fumeur-I chambre-fumeur-I chambre-fumeur-I connectProp-B O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I O O O O,
train-11814,oui,reponse-B,
train-11815,des informations supplémentaires d'abord,command-tache-B command-tache-I command-tache-I O,
train-11816,euh savoir si les chambres si je peux avoir des chambres non fumeurs et savoir euh à peu près les tarifs des chambres,O O O lienRef-coRef-B objet-B O O O O chambre-fumeur-B chambre-fumeur-I chambre-fumeur-I chambre-fumeur-I connectProp-B O O comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I lienRef-coRef-B objet-B lienRef-coRef-B objet-B,
train-11817,des chambres simples non fumeurs à peu près soixante dix euros la chambre,chambre-type-B chambre-type-I chambre-type-I chambre-fumeur-B chambre-fumeur-I comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B O O,
train-11818,euh j' aurais je euh le premier hôtel soixante dix euros,O O O O O lienRef-elsEns-B rang-hotel-B objetBD-B paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B,
train-11819,oui,reponse-B,
train-11820,les chambres sont non fumeurs,lienRef-coRef-B objet-B O chambre-fumeur-B chambre-fumeur-I,
train-11821,d'accord cet hôtel est- il bien près d' un restaurant,reponse-B lienRef-coRef-B objetBD-B O lienRef-coRef-B O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I,
train-11822,d'accord vous je réserve alors,reponse-B command-tache-B command-tache-I command-tache-I O,
train-11823,oui,reponse-B,
train-11824,d'accord,reponse-B,
train-11825,d'accord,reponse-B,
train-11826,d'accord,reponse-B,
train-11827,non merci c' est bon,reponse-B O O O O,
train-11828,au revoir,O O,
train-11829,euh je souhaiterais réserver trois chambres doubles euh entre Brest et Lyon trois jours à Noël aux environs de soixante quinze euros s' il vous plaît,O command-tache-B command-tache-I command-tache-I nombre-chambre-B chambre-type-B chambre-type-I O localisation-ville-B localisation-ville-I localisation-ville-B localisation-ville-I sejour-nbNuit-B sejour-nbNuit-I temps-jourFerie-B temps-jourFerie-I comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B O O O O,
train-11830,merci,O,
train-11831,euh ben Laval,O O localisation-ville-B,
train-11832,euh des informations s je pourrais avoir des informations s' il vous plaît,O command-tache-B command-tache-I command-tache-I command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I O O O O,
train-11833,euh les prix et les les disponibilités à Noël euh,O lienRef-coRef-B objet-B connectProp-B objet-B objet-I objet-I temps-jourFerie-B temps-jourFerie-I O,
train-11834,trois chambres doubles,nombre-chambre-B chambre-type-B chambre-type-I,
train-11835,euh ce serait trois jours je sais pas exactement quand ben à Noël je pense,O O O nombre-temps-B temps-unite-B reponse-B reponse-I reponse-I reponse-I O O temps-jourFerie-B temps-jourFerie-I O O,
train-11836,oui,reponse-B,
train-11837,merci,O,
train-11838,merci au revoir,O O O,
train-11839,oui alors je souhaite pour le f festival de théâtre à Belfort je souhaite pour les quatre premiers jours de juin euh je souhaite euh une de préférence une chambre donc euh pour euh de préférence dans l' hôtel Mercure pour quatre vingt dix euros maximum,reponse-B O O O O evenement-B evenement-I evenement-I evenement-I evenement-I localisation-ville-B localisation-ville-I O O O nombre-temps-B nombre-temps-I temps-axeTps-B temps-unite-B temps-mois-B temps-mois-I O O O O O O O nombre-chambre-B nombre-chambre-I O O O O O O O hotel-marque-B hotel-marque-I hotel-marque-I O paiement-montant-entier-B paiement-montant-entier-I paiement-montant-entier-I paiement-monnaie-B comparatif-paiement-B,
train-11840,hôtel Mercure,hotel-marque-B hotel-marque-I,
train-11841,ah ben d'accord euh quel est le son prix,O O reponse-B O O O O lienRef-coRef-B objet-B,
train-11842,quatre vingt dix euros c' est très bien donc pour les quatre premiers jours du mois de juin,paiement-montant-entier-B paiement-montant-entier-I paiement-montant-entier-I paiement-monnaie-B O O O O O O nombre-temps-B nombre-temps-I temps-axeTps-B temps-unite-B temps-mois-B temps-mois-I temps-mois-I temps-mois-I,
train-11843,bon un autre hôtel alors,O nombre-hotel-B lienRef-coDom-B objetBD-B O,
train-11844,et ben,O O,
train-11845,c' est parfait,O O O,
train-11846,ben cinquante euros euh euh pour les quatre premiers jours de juin,O paiement-montant-entier-B paiement-monnaie-B O O O nombre-temps-B nombre-temps-I temps-axeTps-B temps-unite-B temps-mois-B temps-mois-I,
train-11847,et ben allons-y pour le troisième,O O O O lienRef-elsEns-B rang-B,
train-11848,à,O,
train-11849,quel prix,O objet-B,
train-11850,à quel prix,O O objet-B,
train-11851,et ben c' est parfait,O O O O O,
train-11852,d'accord,reponse-B,
train-11853,d'accord,reponse-B,
train-11854,parfait,O,
train-11855,non,reponse-B,
train-11856,au revoir,O O,
train-11857,bonjour je souhaiterais réserver des chambres s' il vous plaît,O command-tache-B command-tache-I command-tache-I objet-B objet-I O O O O,
train-11858,alors je souhaiterais réserver à Lyon du trente et un mai au trois juin dix chambres simples et également à Chambéry du trois juin au quatre juin le même type de chambres,command-tache-B command-tache-I command-tache-I command-tache-I localisation-ville-B localisation-ville-I temps-date-B temps-date-I temps-date-I temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I nombre-chambre-B chambre-type-B chambre-type-I connectProp-B connectProp-I localisation-ville-B localisation-ville-I temps-date-B temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I lienRef-coRef-B lienRef-coRef-I objet-B objet-B objet-I,
train-11859,non à Lyon,reponse-B localisation-ville-B localisation-ville-I,
train-11860,du t du trente et un mai au,temps-date-B temps-date-I temps-date-I temps-date-I temps-date-I temps-date-I temps-date-I O,
train-11861,trois juin oui,temps-date-B temps-date-I reponse-B,
train-11862,ah j' aimerais que ce soit un hôtel de bon standing pour les deux à environ deux cents deux cents euros la chambre auriez-vous ça,O O O O O O objetBD-B objetBD-I chambre-standing-B chambre-standing-I chambre-standing-I O lienRef-coRef-B nombre-hotel-B comparatif-paiement-B comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-montant-entier-I paiement-montant-entier-I paiement-monnaie-B O O O O,
train-11863,est-ce que vous avez également un terrain de tennis et est-ce qu' un animal serait accepté,O O O O O hotel-services-B hotel-services-I hotel-services-I hotel-services-I connectProp-B O O hotel-services-B hotel-services-I O O,
train-11864,merci,O,
train-11865,oui tout à fait,reponse-B reponse-I reponse-I reponse-I,
train-11866,ah c' est parfait,O O O O,
train-11867,oui l' hôtel du Rhône oui avec terrain de tennis et animal accepté,reponse-B nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I reponse-B hotel-services-B hotel-services-I hotel-services-I hotel-services-I connectProp-B hotel-services-B O,
train-11868,dix chambres simples d' une personne,nombre-chambre-B chambre-type-B chambre-type-I chambre-type-I chambre-type-I chambre-type-I,
train-11869,merci,O,
train-11870,alors que me,O O O,
train-11871,proposez-vous,O,
train-11872,à l' hôtel des dentelles,nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I nom-hotel-I,
train-11873,et à l' hôtel des dentelles est-ce qu' il y a un terrain de tennis,O O nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I O O O O O hotel-services-B hotel-services-I hotel-services-I hotel-services-I,
train-11874,mais par contre est-ce que l' animal est accepté,O O O O O hotel-services-B hotel-services-I O O,
train-11875,les animaux sont acceptés,hotel-services-B hotel-services-I O O,
train-11876,hum et à quel montant de chambre à quel prix,O O O O objet-B objet-I objet-I O O objet-B,
train-11877,oui c' est pas très vous vous n' avez pas autre ch autre hôtel à me proposer,reponse-B O O O O O O O O O lienRef-coDom-B lienRef-coDom-I lienRef-coDom-I objetBD-B O O O,
train-11878,hum ben écoutez euh je conserve quand même je conserve cette réservation,O O O command-dial-B command-dial-I command-dial-I command-dial-I command-dial-I command-dial-I command-dial-I command-tache-B command-tache-I,
train-11879,oui mais oui puisque vous n' avez pas autre chose,reponse-B reponse-I reponse-I connectProp-B O O O objet-B objet-I objet-I,
train-11880,merci,O,
train-11881,oui,reponse-B,
train-11882,oui oui,reponse-B reponse-I,
train-11883,tout à fait,reponse-B reponse-I reponse-I,
train-11884,merci,O,
train-11885,cent vingt et un,nombre-B nombre-I nombre-I nombre-I,
train-11886,entendu,reponse-B,
train-11887,et je désirerais également à Chambéry du trois juin au quatre juin,O O O O localisation-ville-B localisation-ville-I temps-date-B temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I,
train-11888,dix chambres simples,nombre-chambre-B chambre-type-B chambre-type-I,
train-11889,merci,O,
train-11890,euh un de ces hôtels a-t-il un terrain de tennis et l' animal les animaux sont acceptés,O nombre-hotel-B lienRef-coRef-B lienRef-coRef-I objetBD-B O hotel-services-B hotel-services-I hotel-services-I hotel-services-I connectProp-B hotel-services-B hotel-services-I hotel-services-I hotel-services-I O O,
train-11891,oui,reponse-B,
train-11892,ah c' est parfait et alors auriez-vous dix chambres de disponibles,O O O O connectProp-B O O nombre-chambre-disponible-B nombre-chambre-disponible-I nombre-chambre-disponible-I nombre-chambre-disponible-I,
train-11893,des chambres simples,chambre-type-B chambre-type-I chambre-type-I,
train-11894,merci,O,
train-11895,oui,reponse-B,
train-11896,c' est parfait,O O O,
train-11897,oui vous m' avez pas confirmé s' ils avaient s' il il y avait un terrain de tennis pardon,reponse-B command-dial-B command-dial-I command-dial-I command-dial-I command-dial-I O O O O O O O O hotel-services-B hotel-services-I hotel-services-I hotel-services-I O,
train-11898,ah parfait et bien alors oui oui je réserve,O O O O O reponse-B reponse-I command-tache-B command-tache-I,
train-11899,tout à fait,reponse-B reponse-I reponse-I,
train-11900,merci,O,
train-11901,hum,O,
train-11902,tout à fait,reponse-B reponse-I reponse-I,
train-11903,je vous remercie,O O O,
train-11904,non je vous remercie beaucoup,reponse-B O O O O,
train-11905,au revoir madame,O O O,
train-11906,c' est pour une réservation euh de deux chambres simples pour euh donc pour deux personnes du cinq au sept juillet dans le nord de Paris,command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I O nombre-chambre-B nombre-chambre-I chambre-type-B chambre-type-I O O O sejour-nbPersonne-B sejour-nbPersonne-I sejour-nbPersonne-I temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I localisation-cardinal-B localisation-cardinal-I localisation-cardinal-I localisation-cardinal-I localisation-ville-B,
train-11907,hum en fait j' aurais voulu savoir quel était le prix si c' était près d' un UGC et près d' un restaurant si possible,O O O O O O O O O lienRef-coRef-B objet-B O O O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I connectProp-B localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I O O,
train-11908,deux chambres simples,nombre-chambre-B chambre-type-B chambre-type-I,
train-11909,non deux chambres simples,reponse-B nombre-chambre-B chambre-type-B chambre-type-I,
train-11910,voilà,O,
train-11911,d'accord est-ce que euh ces reste enfin ces hôtels sont près d' un restaurant et d' un cinéma UGC,reponse-B O O O O O O lienRef-coRef-B objetBD-B O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I,
train-11912,hum hum ben euh je vais prendre le moins cher,O O O O O O O lienRef-elsEns-B comparatif-paiement-B comparatif-paiement-I,
train-11913,ouais,reponse-B,
train-11914,oui s' il vous plaît,reponse-B O O O O,
